罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,（市区町村コード発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,日の出７丁目,20241112,12,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,浦安,日の出,122271,千葉県,浦安市,美浜１丁目,20241209,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,,122076,千葉県,松戸市,,不明,不明,その他,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,松戸,20241104,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20231230,9,一戸建住宅,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20240116,18,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20240131,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20231025,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20240421,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20240427,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20240627,19,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20240822,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20240822,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20241020,18,駐車（輪）場,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20241116,7,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20241119,7,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20241204,15,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,上本郷,20241028,5,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,古ケ崎１丁目,20240404,18,一戸建住宅,その他,20歳代,その他,施錠した
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,竹ケ花西町,20240228,20,その他の住宅（３階建て以下共同住宅等）,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,中和倉,20240210,16,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,中和倉,20240418,7,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,中和倉,20241104,11,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,南花島,20241121,19,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,南花島３丁目,20241004,17,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠した
窃盗,自転車盗,松戸,北松戸,122076,千葉県,松戸市,南花島４丁目,20240203,1,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,上本郷,20240123,19,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,幸谷,20240625,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,幸谷,20241105,6,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,幸谷,20241130,8,駐車（輪）場,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,幸谷,20241220,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20240401,9,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20240601,9,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20240705,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20240713,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20240802,14,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20240813,12,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20241009,11,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸１丁目,20241206,0,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸２丁目,20240526,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸２丁目,20240624,15,その他,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸２丁目,20240701,0,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸２丁目,20240919,19,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸２丁目,20241102,10,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20231220,9,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20231106,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240130,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240216,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240224,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240331,11,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240714,14,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240803,10,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240815,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240826,19,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240914,22,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240913,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20240918,15,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20241025,20,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20241106,9,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20241115,17,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸３丁目,20241203,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸４丁目,20240806,7,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸４丁目,20241001,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸４丁目,20240929,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸４丁目,20240928,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸４丁目,20241208,19,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸４丁目,20241211,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸５丁目,20241015,17,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸５丁目,20241129,13,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸６丁目,20240608,23,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸６丁目,20240718,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸６丁目,20240912,23,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸６丁目,20240927,22,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸７丁目,20241011,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸７丁目,20241122,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸７丁目,20241122,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,横須賀１丁目,20240701,11,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,横須賀２丁目,20241015,14,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,西馬橋２丁目,20240129,14,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸北１丁目,20240901,20,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸北１丁目,20240930,16,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸北１丁目,20241129,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸北２丁目,20240214,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸北２丁目,20240705,20,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸北２丁目,20240925,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,新松戸北２丁目,20241130,17,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松戸,新松戸,122076,千葉県,松戸市,東松戸２丁目,20240201,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,紙敷,20240511,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,紙敷１丁目,20240410,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,紙敷１丁目,20240718,18,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,紙敷１丁目,20240718,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,紙敷１丁目,20241101,9,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240303,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240331,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240411,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240512,19,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240516,19,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240518,17,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240528,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240707,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20240825,22,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高塚新田,20241211,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,高柳新田,20240526,10,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸１丁目,20240404,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸１丁目,20240509,8,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸１丁目,20240728,7,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸１丁目,20241106,8,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸１丁目,20241108,7,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸１丁目,20240919,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240109,8,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240117,8,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240117,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240121,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240122,11,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240128,9,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240130,6,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240126,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240208,8,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240209,20,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240215,7,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240321,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240402,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240402,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240415,17,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240503,17,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240515,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240518,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240629,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240716,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240817,18,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240822,6,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240824,7,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240911,8,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240919,7,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20240921,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20241124,14,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸２丁目,20241204,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸３丁目,20240124,15,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸３丁目,20240321,18,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸３丁目,20240909,17,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松戸,東松戸,122076,千葉県,松戸市,東松戸３丁目,20241025,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,秋山,20240418,8,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,秋山,20240528,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,秋山,20241001,8,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,秋山１丁目,20240320,15,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,秋山１丁目,20240808,13,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,秋山１丁目,20241023,2,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,岩瀬,20240913,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,大橋,20240229,6,その他,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,大橋,20241117,17,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,二十世紀が丘中松町,20240617,13,その他,その他,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,二十世紀が丘中松町,20240901,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,二十世紀が丘丸山町,20240727,10,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,二十世紀が丘美野里町,20240523,20,一戸建住宅,その他,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,二十世紀が丘美野里町,20241013,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,二十世紀が丘美野里町,20241124,21,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,松戸,20240526,0,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,松戸,20241225,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20230903,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20240711,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20240717,16,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20240823,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20241002,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20241019,18,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20241108,20,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松戸,二十世紀が丘,122076,千葉県,松戸市,和名ケ谷,20241129,20,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,,20240604,19,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,,20240113,12,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,古ケ崎,20240206,7,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,古ケ崎,20240229,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,古ケ崎,20240420,1,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,古ケ崎,20240802,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,古ケ崎,20240401,22,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,古ケ崎,20240826,1,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,松戸,松戸駅前,122076,千葉県,松戸市,古ケ崎２丁目,20240630,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
